ID,CLASS
ISIC_0054532,3
ISIC_0013124,1
ISIC_0067807,5
ISIC_0067598,4
ISIC_0015984,3
ISIC_0065947,1
ISIC_0071007,7
ISIC_0056660,7
ISIC_0031044,1
ISIC_0053952,6
ISIC_0055664,2
ISIC_0026925,7
ISIC_0062493,5
ISIC_0062330,1
ISIC_0032436,1
ISIC_0066988,1
ISIC_0053472,6
ISIC_0068628,3
ISIC_0063090,3
ISIC_0015110,3
ISIC_0054919,1
ISIC_0027785,6
ISIC_0027923,1
ISIC_0071140,6
ISIC_0064507,2
ISIC_0025938,6
ISIC_0067382,6
ISIC_0031685,4
ISIC_0057180,1
ISIC_0069410,1
ISIC_0055135,2
ISIC_0000355,3
ISIC_0026520,1
ISIC_0055903,7
ISIC_0059713,3
ISIC_0068956,5
ISIC_0060657,7
ISIC_0068255,2
ISIC_0012383,6
ISIC_0071759,3
ISIC_0070092,1
ISIC_0034269,5
ISIC_0031917,7
ISIC_0028784,4
ISIC_0011143,3
ISIC_0068422,1
ISIC_0072658,7
ISIC_0054070,3
ISIC_0064110,2
ISIC_0056899,7
ISIC_0062840,5
ISIC_0013678,5
ISIC_0027647,1
ISIC_0024948,2
ISIC_0015283,2
ISIC_0031145,5
ISIC_0070050,7
ISIC_0028065,1
ISIC_0031643,2
ISIC_0030689,2
ISIC_0071303,3
ISIC_0011124,6
ISIC_0061169,6
ISIC_0015215,7
ISIC_0026634,2
ISIC_0059601,1
ISIC_0013191,1
ISIC_0028457,6
ISIC_0053843,5
ISIC_0071618,1
ISIC_0057803,5
ISIC_0016014,4
ISIC_0027824,7
ISIC_0067995,4
ISIC_0032511,3
ISIC_0058360,5
ISIC_0054956,2
ISIC_0058798,6
ISIC_0026640,4
ISIC_0030389,4
ISIC_0063425,1
ISIC_0010264,2
ISIC_0032185,4
ISIC_0060422,5
ISIC_0061997,2
ISIC_0000066,7
ISIC_0026252,5
ISIC_0055256,6
ISIC_0014073,3
ISIC_0058810,6
ISIC_0058658,7
ISIC_0029031,4
ISIC_0015102,5
ISIC_0063533,6
ISIC_0066624,2
ISIC_0024927,2
ISIC_0013346,3
ISIC_0068508,2
ISIC_0059682,6
ISIC_0057560,7
ISIC_0030390,2
ISIC_0014944,6
ISIC_0030461,5
ISIC_0032302,7
ISIC_0073155,2
ISIC_0055199,6
ISIC_0014815,3
ISIC_0028916,3
ISIC_0072869,2
ISIC_0072083,4
ISIC_0033475,2
ISIC_0054569,7
ISIC_0069298,4
ISIC_0060258,7
ISIC_0030375,1
ISIC_0069209,5
ISIC_0030912,3
ISIC_0063736,6
ISIC_0064075,6
ISIC_0066820,1
ISIC_0030567,3
ISIC_0025604,4
ISIC_0072836,6
ISIC_0026259,6
ISIC_0064654,1
ISIC_0069926,3
ISIC_0032121,4
ISIC_0063213,7
ISIC_0027009,4
ISIC_0060469,7
ISIC_0029827,7
ISIC_0070208,3
ISIC_0064796,6
ISIC_0001216,4
ISIC_0000326,3
ISIC_0027672,7
ISIC_0024955,3
ISIC_0034212,2
ISIC_0031201,1
ISIC_0065063,5
ISIC_0033410,2
ISIC_0031221,4
ISIC_0033588,3
ISIC_0070519,5
ISIC_0011300,2
ISIC_0069317,5
ISIC_0064236,4
ISIC_0071399,2
ISIC_0060520,3
ISIC_0027926,2
ISIC_0067810,5
ISIC_0060967,2
ISIC_0071735,4
ISIC_0062356,6
ISIC_0067833,3
ISIC_0063835,4
ISIC_0024846,2
ISIC_0056292,3
ISIC_0012547,1
ISIC_0059614,2
ISIC_0026199,1
ISIC_0055100,4
ISIC_0028123,3
ISIC_0013997,1
ISIC_0030906,6
ISIC_0033542,4
ISIC_0056664,2
ISIC_0032095,1
ISIC_0060066,4
ISIC_0030761,3
ISIC_0060443,3
ISIC_0029080,6
ISIC_0062050,1
ISIC_0028704,1
ISIC_0024820,7
ISIC_0059314,7
ISIC_0013603,1
ISIC_0025657,7
ISIC_0033962,5
ISIC_0059717,3
ISIC_0001152,6
ISIC_0026713,1
ISIC_0063109,3
ISIC_0058035,6
ISIC_0000410,4
ISIC_0060276,4
ISIC_0028067,7
ISIC_0067866,7
ISIC_0054482,2
ISIC_0072620,6
ISIC_0029957,2
ISIC_0067962,3
ISIC_0067002,5
ISIC_0033135,7
ISIC_0030915,5
ISIC_0000211,2
ISIC_0072807,6
ISIC_0032153,5
ISIC_0030500,6
ISIC_0027449,7
ISIC_0013359,1
ISIC_0061971,2
ISIC_0028765,6
ISIC_0065291,4
ISIC_0066137,1
ISIC_0031789,2
ISIC_0025194,1
ISIC_0072230,5
ISIC_0064795,3
ISIC_0026659,4
ISIC_0030267,6
ISIC_0025136,3
ISIC_0057254,4
ISIC_0067347,5
ISIC_0026576,4
ISIC_0031210,1
ISIC_0066694,6
ISIC_0028308,5
ISIC_0029245,6
ISIC_0065145,6
ISIC_0065999,5
ISIC_0062013,4
ISIC_0027575,3
ISIC_0063761,5
ISIC_0057186,5
ISIC_0064639,7
ISIC_0055987,7
ISIC_0054140,1
ISIC_0064699,2
ISIC_0059264,7
ISIC_0026551,2
ISIC_0025286,7
ISIC_0030959,4
ISIC_0056026,6
ISIC_0027747,1
ISIC_0065791,5
ISIC_0054674,2
ISIC_0025477,6
ISIC_0012837,6
ISIC_0014716,6
ISIC_0027561,5
ISIC_0060787,5
ISIC_0031919,1
ISIC_0028707,6
ISIC_0057978,1
ISIC_0031752,7
ISIC_0059214,5
ISIC_0055511,5
ISIC_0024474,5
ISIC_0026379,6
ISIC_0012364,3
ISIC_0000196,5
ISIC_0070312,5
ISIC_0028981,3
ISIC_0026264,7
ISIC_0072195,4
ISIC_0064460,7
ISIC_0070525,6
ISIC_0032073,2
ISIC_0054594,2
ISIC_0031763,4
ISIC_0058366,1
ISIC_0058018,6
ISIC_0027149,5
ISIC_0057849,6
ISIC_0033318,1
ISIC_0056696,6
ISIC_0027563,7
ISIC_0026511,4
ISIC_0029748,6
ISIC_0063214,6
ISIC_0061745,5
ISIC_0024322,5
ISIC_0031181,5
ISIC_0065076,3
ISIC_0063184,5
ISIC_0032161,7
ISIC_0059469,3
ISIC_0059358,3
ISIC_0027055,4
ISIC_0010255,7
ISIC_0062465,5
ISIC_0033443,7
ISIC_0065725,4
ISIC_0027080,5
ISIC_0064898,1
ISIC_0031231,5
ISIC_0058088,6
ISIC_0030559,3
ISIC_0025557,6
ISIC_0012207,2
ISIC_0066848,5
ISIC_0068716,6
ISIC_0072439,1
ISIC_0000098,2
ISIC_0028883,4
ISIC_0031542,4
ISIC_0054344,2
ISIC_0033797,2
ISIC_0027304,5
ISIC_0026510,6
ISIC_0065098,2
ISIC_0069984,4
ISIC_0025683,1
ISIC_0024668,6
ISIC_0059385,6
ISIC_0064495,4
ISIC_0024607,5
ISIC_0070673,6
ISIC_0065794,5
ISIC_0030383,3
ISIC_0069533,4
ISIC_0028610,4
ISIC_0070284,2
ISIC_0034028,4
ISIC_0026509,4
ISIC_0057157,4
ISIC_0027159,1
ISIC_0029141,1
ISIC_0027739,7
ISIC_0066370,4
ISIC_0029670,5
ISIC_0024728,2
ISIC_0054597,7
ISIC_0067655,6
ISIC_0066068,7
ISIC_0057314,1
ISIC_0033322,4
ISIC_0015208,5
ISIC_0028868,7
ISIC_0072802,7
ISIC_0026326,2
ISIC_0056779,2
ISIC_0064961,2
ISIC_0027498,2
ISIC_0029029,7
ISIC_0033190,3
ISIC_0031171,2
ISIC_0013527,1
ISIC_0011102,3
ISIC_0024416,5
ISIC_0029760,3
ISIC_0031731,7
ISIC_0059626,4
ISIC_0061059,6
ISIC_0058534,1
ISIC_0013600,5
ISIC_0029386,7
ISIC_0066541,7
ISIC_0058278,1
ISIC_0059877,3
ISIC_0061549,2
ISIC_0056965,6
ISIC_0027527,5
ISIC_0026321,5
ISIC_0071671,1
ISIC_0032197,2
ISIC_0069457,7
ISIC_0056886,5
ISIC_0031008,4
ISIC_0032385,1
ISIC_0054704,2
ISIC_0062850,5
ISIC_0010094,7
ISIC_0024541,2
ISIC_0069673,6
ISIC_0028257,3
ISIC_0012701,5
ISIC_0061391,3
ISIC_0061752,1
ISIC_0056903,6
ISIC_0066608,7
ISIC_0029537,4
ISIC_0071742,7
ISIC_0030816,5
ISIC_0070086,6
ISIC_0013685,4
ISIC_0071341,2
ISIC_0010605,6
ISIC_0031958,4
ISIC_0010553,4
ISIC_0010215,7
ISIC_0059424,2
ISIC_0055969,1
ISIC_0033877,3
ISIC_0030660,4
ISIC_0030430,5
ISIC_0069557,2
ISIC_0069641,2
ISIC_0056459,2
ISIC_0066782,5
ISIC_0028079,7
ISIC_0033985,5
ISIC_0061807,3
ISIC_0070553,5
ISIC_0062260,6
ISIC_0066381,5
ISIC_0026837,3
ISIC_0013664,3
ISIC_0062247,5
ISIC_0062115,5
ISIC_0061838,1
ISIC_0062026,7
ISIC_0058324,5
ISIC_0063608,3
ISIC_0011366,7
ISIC_0060881,6
ISIC_0027099,7
ISIC_0015193,2
ISIC_0066563,5
ISIC_0067423,5
ISIC_0030129,1
ISIC_0030658,6
ISIC_0072106,2
ISIC_0026550,6
ISIC_0061874,7
ISIC_0031682,1
ISIC_0028498,2
ISIC_0068988,4
ISIC_0071480,1
ISIC_0027811,3
ISIC_0031605,6
ISIC_0072559,4
ISIC_0032169,3
ISIC_0055361,2
ISIC_0027820,2
ISIC_0024733,5
ISIC_0062647,6
ISIC_0057681,4
ISIC_0059146,5
ISIC_0065422,2
ISIC_0069740,3
ISIC_0068995,7
ISIC_0015967,7
ISIC_0063173,5
ISIC_0066668,5
ISIC_0031296,3
ISIC_0007241,3
ISIC_0028778,5
ISIC_0068735,7
ISIC_0069300,7
ISIC_0070035,2
ISIC_0054589,2
ISIC_0055460,6
ISIC_0063411,5
ISIC_0024542,7
ISIC_0070427,6
ISIC_0034059,7
ISIC_0029481,1
ISIC_0055459,4
ISIC_0029427,5
ISIC_0029425,5
ISIC_0010488,7
ISIC_0057439,7
ISIC_0069529,7
ISIC_0029576,6
ISIC_0026059,5
ISIC_0025955,4
ISIC_0014525,1
ISIC_0030062,6
ISIC_0013529,3
ISIC_0026416,3
ISIC_0066374,3
ISIC_0025259,6
ISIC_0063769,2
ISIC_0067805,3
ISIC_0062636,1
ISIC_0069460,1
ISIC_0024612,2
ISIC_0054814,5
ISIC_0069805,1
ISIC_0015949,7
ISIC_0070226,6
ISIC_0032569,5
ISIC_0028434,5
ISIC_0034198,2
ISIC_0033143,2
ISIC_0072017,6
ISIC_0058135,7
ISIC_0029166,6
ISIC_0065353,4
ISIC_0014783,3
ISIC_0030083,7
ISIC_0025931,1
ISIC_0033165,6
ISIC_0070445,1
ISIC_0032624,4
ISIC_0012095,5
ISIC_0072306,2
ISIC_0033871,7
ISIC_0056629,5
ISIC_0032956,2
ISIC_0070340,3
ISIC_0070786,5
ISIC_0055463,3
ISIC_0024902,5
ISIC_0027128,3
ISIC_0033830,7
ISIC_0054414,2
ISIC_0033667,7
ISIC_0053783,5
ISIC_0071235,3
ISIC_0056710,2
ISIC_0064258,5
ISIC_0059669,4
ISIC_0015064,6
ISIC_0014501,2
ISIC_0031545,3
ISIC_0032763,7
ISIC_0058553,7
ISIC_0064265,7
ISIC_0033097,6
ISIC_0031697,1
ISIC_0054650,6
ISIC_0024621,3
ISIC_0056132,5
ISIC_0072215,7
ISIC_0031055,7
ISIC_0066510,5
ISIC_0028508,4
ISIC_0062953,4
ISIC_0013789,6
ISIC_0024566,7
ISIC_0064867,7
ISIC_0073027,1
ISIC_0070406,1
ISIC_0032912,6
ISIC_0059711,4
ISIC_0015403,4
ISIC_0068538,5
ISIC_0032036,7
ISIC_0069658,4
ISIC_0055633,2
ISIC_0071952,5
ISIC_0054559,1
ISIC_0033752,7
ISIC_0027110,5
ISIC_0033896,1
ISIC_0053800,7
ISIC_0061086,3
ISIC_0065486,3
ISIC_0024817,7
ISIC_0031525,3
ISIC_0058277,7
ISIC_0033250,2
ISIC_0014983,1
ISIC_0026038,6
ISIC_0029088,3
ISIC_0071602,5
ISIC_0012522,4
ISIC_0032682,7
ISIC_0061676,2
ISIC_0025068,5
ISIC_0070451,6
ISIC_0058663,4
ISIC_0062936,3
ISIC_0055385,7
ISIC_0013632,4
ISIC_0026631,3
ISIC_0025297,4
ISIC_0061270,6
ISIC_0060614,3
ISIC_0029776,3
ISIC_0013316,2
ISIC_0059609,5
ISIC_0034240,5
ISIC_0025587,4
ISIC_0056445,1
ISIC_0068832,5
ISIC_0030775,1
ISIC_0068849,4
ISIC_0065751,3
ISIC_0062983,2
ISIC_0031105,7
ISIC_0010038,6
ISIC_0027171,4
ISIC_0056483,7
ISIC_0069965,7
ISIC_0030341,7
ISIC_0054743,4
ISIC_0059532,1
ISIC_0012879,5
ISIC_0053702,5
ISIC_0015636,7
ISIC_0014397,1
ISIC_0033308,5
ISIC_0033408,7
ISIC_0053631,6
ISIC_0033491,5
ISIC_0013287,1
ISIC_0033705,2
ISIC_0055301,3
ISIC_0070638,3
ISIC_0027282,3
ISIC_0029714,6
ISIC_0066099,4
ISIC_0013670,7
ISIC_0013731,4
ISIC_0024738,4
ISIC_0065887,3
ISIC_0010265,4
ISIC_0025645,4
ISIC_0069686,4
ISIC_0030088,7
ISIC_0069917,2
ISIC_0058103,1
ISIC_0070061,2
ISIC_0028093,1
ISIC_0071586,7
ISIC_0069574,3
ISIC_0031460,4
ISIC_0000363,4
ISIC_0063603,1
ISIC_0028159,2
ISIC_0024723,3
ISIC_0056354,1
ISIC_0030454,4
ISIC_0030268,7
ISIC_0060937,5
ISIC_0030892,2
ISIC_0008807,5
ISIC_0064039,2
ISIC_0000069,4
ISIC_0067910,7
ISIC_0025162,5
ISIC_0060245,6
ISIC_0056290,5
ISIC_0057902,7
ISIC_0053593,3
ISIC_0069043,4
ISIC_0012272,3
ISIC_0067183,6
ISIC_0026163,4
ISIC_0024716,6
ISIC_0064475,3
ISIC_0064189,5
ISIC_0029291,1
ISIC_0031416,5
ISIC_0071185,5
ISIC_0026587,1
ISIC_0027051,1
ISIC_0034128,4
ISIC_0027713,6
ISIC_0062547,3
ISIC_0031580,7
ISIC_0058421,4
ISIC_0069283,1
ISIC_0071482,5
ISIC_0034153,3
ISIC_0027445,2
ISIC_0026497,4
ISIC_0034056,6
ISIC_0061852,7
ISIC_0032196,6
ISIC_0030590,3
ISIC_0031732,4
ISIC_0028851,5
ISIC_0053749,5
ISIC_0069824,1
ISIC_0067326,7
ISIC_0027113,1
ISIC_0056905,7
ISIC_0059950,2
ISIC_0058673,7
ISIC_0029251,4
ISIC_0029823,4
ISIC_0025988,5
ISIC_0026047,1
ISIC_0028034,4
ISIC_0024579,6
ISIC_0054417,4
ISIC_0056389,1
ISIC_0026246,2
ISIC_0070580,6
ISIC_0029307,1
ISIC_0025865,6
ISIC_0024745,7
ISIC_0057782,5
ISIC_0053799,6
ISIC_0013549,5
ISIC_0034041,5
ISIC_0055569,4
ISIC_0060615,5
ISIC_0014941,1
ISIC_0072424,1
ISIC_0058310,3
ISIC_0026908,6
ISIC_0054268,3
ISIC_0014291,3
ISIC_0061410,2
ISIC_0057492,1
ISIC_0031834,2
ISIC_0058400,3
ISIC_0001367,6
ISIC_0070765,4
ISIC_0072957,2
ISIC_0031466,5
ISIC_0062468,6
ISIC_0010019,5
ISIC_0031355,2
ISIC_0028383,4
ISIC_0062076,4
ISIC_0068522,4
ISIC_0070547,4
ISIC_0056958,1
ISIC_0059033,5
ISIC_0070047,1
ISIC_0062218,5
ISIC_0012152,3
ISIC_0059165,7
ISIC_0055193,3
ISIC_0028882,2
ISIC_0055206,2
ISIC_0056535,3
ISIC_0024935,7
ISIC_0028306,3
ISIC_0058468,4
ISIC_0064201,3
ISIC_0033945,5
ISIC_0033448,5
ISIC_0028327,6
ISIC_0014849,4
ISIC_0063192,5
ISIC_0032401,3
ISIC_0032526,7
ISIC_0070703,3
ISIC_0028463,2
ISIC_0056178,6
ISIC_0031947,4
ISIC_0068985,2
ISIC_0024486,1
ISIC_0058494,1
ISIC_0034266,5
ISIC_0014432,7
ISIC_0064831,4
ISIC_0000149,4
ISIC_0030360,5
ISIC_0033323,4
ISIC_0062221,2
ISIC_0072858,4
ISIC_0024774,1
ISIC_0033296,4
ISIC_0067417,5
ISIC_0024731,3
ISIC_0062332,3
ISIC_0068178,6
ISIC_0031879,4
ISIC_0027365,4
ISIC_0030550,4
ISIC_0024539,2
ISIC_0065275,7
ISIC_0014090,1
ISIC_0054251,7
ISIC_0028533,2
ISIC_0065406,3
ISIC_0071935,6
ISIC_0000040,5
ISIC_0033413,1
ISIC_0026585,1
ISIC_0013793,5
ISIC_0060371,2
ISIC_0066924,7
ISIC_0011322,6
ISIC_0064605,3
ISIC_0026995,6
ISIC_0065173,5
ISIC_0056383,4
ISIC_0033063,4
ISIC_0070128,1
ISIC_0072613,3
ISIC_0026729,7
ISIC_0058029,3
ISIC_0024487,7
ISIC_0029399,5
ISIC_0061386,5
ISIC_0013602,7
ISIC_0072103,3
ISIC_0061628,7
ISIC_0069001,3
ISIC_0069998,5
ISIC_0061981,2
ISIC_0028872,4
ISIC_0024338,6
ISIC_0028379,1
ISIC_0056150,3
ISIC_0069667,7
ISIC_0032965,6
ISIC_0029075,5
ISIC_0030811,4
ISIC_0029233,3
ISIC_0067014,5
ISIC_0029786,1
ISIC_0054776,2
ISIC_0000119,4
ISIC_0072635,4
ISIC_0014045,7
ISIC_0027979,5
ISIC_0058478,6
ISIC_0058903,5
ISIC_0057610,7
ISIC_0070819,2
ISIC_0072520,3
ISIC_0054329,5
ISIC_0031772,5
ISIC_0058687,5
ISIC_0024406,7
ISIC_0032555,2
ISIC_0032334,2
ISIC_0025786,3
ISIC_0059474,6
ISIC_0029872,2
ISIC_0066779,3
ISIC_0027328,1
ISIC_0057890,2
ISIC_0031391,2
ISIC_0069395,6
ISIC_0055988,1
ISIC_0055699,5
ISIC_0028220,3
ISIC_0068004,1
ISIC_0070873,7
ISIC_0028343,6
ISIC_0030367,2
ISIC_0029279,6
ISIC_0030627,3
ISIC_0027145,1
ISIC_0029712,5
ISIC_0057805,4
ISIC_0024439,2
ISIC_0033606,6
ISIC_0026114,7
ISIC_0070419,3
ISIC_0061112,3
ISIC_0028609,1
ISIC_0064186,3
ISIC_0025605,3
ISIC_0033178,1
ISIC_0065447,4
ISIC_0064858,3
ISIC_0031918,4
ISIC_0031974,5
ISIC_0030435,6
ISIC_0027711,2
ISIC_0028413,3
ISIC_0025372,7
ISIC_0028836,2
ISIC_0066115,5
ISIC_0060897,5
ISIC_0069597,2
ISIC_0014974,3
ISIC_0030307,2
ISIC_0028980,4
ISIC_0032157,1
ISIC_0056097,4
ISIC_0026986,7
ISIC_0068946,4
ISIC_0001449,4
ISIC_0055922,3
ISIC_0062173,3
ISIC_0070849,5
ISIC_0032655,7
ISIC_0024964,1
ISIC_0061830,7
ISIC_0024778,2
ISIC_0066803,3
ISIC_0058942,4
ISIC_0061231,5
ISIC_0064658,6
ISIC_0062450,6
ISIC_0014324,2
ISIC_0031889,3
ISIC_0065780,7
ISIC_0059387,2
ISIC_0028112,4
ISIC_0067502,6
ISIC_0010475,5
ISIC_0010591,5
ISIC_0032013,7
ISIC_0013925,3
ISIC_0054451,3
ISIC_0013596,1
ISIC_0065692,7
ISIC_0014795,1
ISIC_0058600,4
ISIC_0031324,5
ISIC_0066914,2
ISIC_0062878,3
ISIC_0067272,2
ISIC_0065567,2
ISIC_0027102,3
ISIC_0053661,7
ISIC_0027378,5
ISIC_0069585,1
ISIC_0067414,6
ISIC_0025627,5
ISIC_0070411,1
ISIC_0025562,2
ISIC_0027998,3
ISIC_0033579,3
ISIC_0065830,7
ISIC_0030048,1
ISIC_0000131,7
ISIC_0032829,6
ISIC_0066641,3
ISIC_0058570,2
ISIC_0072965,5
ISIC_0064529,2
ISIC_0066053,2
ISIC_0058655,3
ISIC_0073058,2
ISIC_0000166,2
ISIC_0027920,6
ISIC_0015260,4
ISIC_0003174,2
ISIC_0026747,7
ISIC_0025734,3
ISIC_0060366,2
ISIC_0030241,5
ISIC_0032940,7
ISIC_0071848,5
ISIC_0067269,7
ISIC_0026521,5
ISIC_0031485,3
ISIC_0070130,2
ISIC_0000050,2
ISIC_0026283,4
ISIC_0029980,4
ISIC_0031260,7
ISIC_0029293,7
ISIC_0010060,4
ISIC_0033136,2
ISIC_0066508,4
ISIC_0012274,7
ISIC_0062715,3
ISIC_0060158,2
ISIC_0071179,4
ISIC_0071406,7
ISIC_0026790,6
ISIC_0029058,6
ISIC_0056193,4
ISIC_0072822,6
ISIC_0057138,6
ISIC_0063733,2
ISIC_0067464,6
ISIC_0000543,3
ISIC_0031380,1
ISIC_0059868,6
ISIC_0072070,3
ISIC_0031868,7
ISIC_0065728,5
ISIC_0060946,3
ISIC_0014572,7
ISIC_0031120,7
ISIC_0029608,7
ISIC_0064073,5
ISIC_0026292,7
ISIC_0000176,3
ISIC_0027252,7
ISIC_0033564,5
ISIC_0055275,5
ISIC_0063416,2
ISIC_0067436,1
ISIC_0062980,1
ISIC_0060738,2
ISIC_0031691,5
ISIC_0032144,7
ISIC_0059050,5
ISIC_0027123,5
ISIC_0029622,1
ISIC_0000368,3
ISIC_0027309,6
ISIC_0030047,6
ISIC_0057055,5
ISIC_0054673,1
ISIC_0062292,6
ISIC_0009884,1
ISIC_0062470,6
ISIC_0033884,6
ISIC_0058449,6
ISIC_0069101,3
ISIC_0071374,3
ISIC_0063910,5
ISIC_0054738,2
ISIC_0054325,3
ISIC_0025315,2
ISIC_0072838,3
ISIC_0058197,4
ISIC_0060709,5
ISIC_0061706,3
ISIC_0031896,5
ISIC_0070778,5
ISIC_0071090,7
ISIC_0014731,6
ISIC_0055354,6
ISIC_0024307,1
ISIC_0030916,5
ISIC_0065376,3
ISIC_0054221,5
ISIC_0065742,4
ISIC_0065721,7
ISIC_0030774,3
ISIC_0032839,5
ISIC_0032460,5
ISIC_0068447,4
ISIC_0012109,5
ISIC_0026766,6
ISIC_0054494,3
ISIC_0031084,1
ISIC_0063231,3
ISIC_0053659,5
ISIC_0027130,4
ISIC_0031437,5
ISIC_0012227,7
ISIC_0028478,6
ISIC_0031036,6
ISIC_0066864,7
ISIC_0070666,4
ISIC_0062791,4
ISIC_0031914,7
ISIC_0069666,3
ISIC_0057035,7
ISIC_0060703,7
ISIC_0031160,6
ISIC_0030531,6
ISIC_0009937,6
ISIC_0030072,7
ISIC_0057590,6
ISIC_0032651,2
ISIC_0056691,1
ISIC_0010184,5
ISIC_0055724,5
ISIC_0024866,4
ISIC_0024960,3
ISIC_0027398,6
ISIC_0063612,7
ISIC_0025939,2
ISIC_0055484,7
ISIC_0028118,2
ISIC_0028225,3
ISIC_0026558,7
ISIC_0057373,2
ISIC_0026641,7
ISIC_0028951,4
ISIC_0068939,3
ISIC_0030765,7
ISIC_0025838,2
ISIC_0029875,3
ISIC_0059770,7
ISIC_0000539,1
ISIC_0015966,3
ISIC_0031661,1
ISIC_0015483,6
ISIC_0070659,4
ISIC_0014031,5
ISIC_0027426,3
ISIC_0053715,7
ISIC_0069437,1
ISIC_0010480,3
ISIC_0055222,7
ISIC_0063364,7
ISIC_0029257,6
ISIC_0060602,7
ISIC_0054783,1
ISIC_0029577,1
ISIC_0025650,6
ISIC_0069475,6
ISIC_0061175,3
ISIC_0032762,2
ISIC_0033205,3
ISIC_0031679,3
ISIC_0026833,7
ISIC_0031467,1
ISIC_0059755,7
ISIC_0000038,4
ISIC_0015190,7
ISIC_0010229,5
ISIC_0030272,4
ISIC_0031727,4
ISIC_0060338,7
ISIC_0056444,6
ISIC_0026950,7
ISIC_0033075,5
ISIC_0071580,2
ISIC_0027217,7
ISIC_0013488,4
ISIC_0030276,6
ISIC_0059153,2
ISIC_0012374,5
ISIC_0056190,5
ISIC_0072539,3
ISIC_0027379,4
ISIC_0029834,5
ISIC_0058542,6
ISIC_0031724,6
ISIC_0067729,3
ISIC_0054871,2
ISIC_0025318,3
ISIC_0069092,2
ISIC_0026137,2
ISIC_0030086,4
ISIC_0009877,3
ISIC_0067906,4
ISIC_0062536,1
ISIC_0069188,4
ISIC_0027377,6
ISIC_0059519,7
ISIC_0058546,4
ISIC_0031538,2
ISIC_0062369,5
ISIC_0014585,5
ISIC_0028453,3
ISIC_0028394,7
ISIC_0025967,2
ISIC_0057518,5
ISIC_0057656,3
ISIC_0011323,6
ISIC_0031766,4
ISIC_0033066,6
ISIC_0013340,2
ISIC_0067318,6
ISIC_0025011,5
ISIC_0029056,5
ISIC_0028970,7
ISIC_0029871,7
ISIC_0014713,1
ISIC_0058997,6
ISIC_0034256,7
ISIC_0030857,3
ISIC_0024727,2
ISIC_0027226,1
ISIC_0063528,5
ISIC_0028206,6
ISIC_0014507,7
ISIC_0072201,5
ISIC_0060821,5
ISIC_0014526,7
ISIC_0060345,1
ISIC_0053647,4
ISIC_0034236,5
ISIC_0024366,1
ISIC_0009929,2
ISIC_0027139,6
ISIC_0010002,3
ISIC_0028662,6
ISIC_0065703,5
ISIC_0029813,4
ISIC_0010037,2
ISIC_0071809,5
ISIC_0025850,7
ISIC_0013971,4
ISIC_0061344,1
ISIC_0026816,6
ISIC_0060269,1
ISIC_0027637,5
ISIC_0057112,3
ISIC_0032389,4
ISIC_0063582,6
ISIC_0061057,2
ISIC_0024527,7
ISIC_0026827,5
ISIC_0059938,4
ISIC_0032633,2
ISIC_0025969,5
ISIC_0011326,1
ISIC_0013580,7
ISIC_0031061,2
ISIC_0060116,6
ISIC_0069551,3
ISIC_0065739,7
ISIC_0025401,4
ISIC_0064066,5
ISIC_0014613,4
ISIC_0033003,1
ISIC_0026883,4
ISIC_0062497,1
ISIC_0061291,2
ISIC_0073223,6
ISIC_0054729,6
ISIC_0065390,2
ISIC_0000145,5
ISIC_0025854,4
ISIC_0053710,7
ISIC_0055775,6
ISIC_0057399,3
ISIC_0030391,1
ISIC_0027829,1
ISIC_0066913,2
ISIC_0024311,4
ISIC_0067577,3
ISIC_0054351,7
ISIC_0024898,3
ISIC_0058910,7
ISIC_0072465,4
ISIC_0012384,2
ISIC_0025984,1
ISIC_0030250,4
ISIC_0061690,3
ISIC_0061329,6
ISIC_0062954,2
ISIC_0030637,1
ISIC_0034037,5
ISIC_0062752,2
ISIC_0031206,3
ISIC_0070103,4
ISIC_0064903,4
ISIC_0064364,2
ISIC_0065838,1
ISIC_0063252,6
ISIC_0058348,2
ISIC_0070232,6
ISIC_0070993,5
ISIC_0070129,3
ISIC_0069332,2
ISIC_0070822,5
ISIC_0054735,2
ISIC_0069136,4
ISIC_0028993,3
ISIC_0059419,2
ISIC_0030096,4
ISIC_0059321,2
ISIC_0030708,4
ISIC_0062015,1
ISIC_0069920,7
ISIC_0027862,6
ISIC_0069924,7
ISIC_0033599,2
ISIC_0028595,1
ISIC_0028483,5
ISIC_0029109,3
ISIC_0059691,5
ISIC_0059539,1
ISIC_0033130,5
ISIC_0031220,1
ISIC_0061680,5
ISIC_0066954,5
ISIC_0028104,2
ISIC_0032883,4
ISIC_0031740,2
ISIC_0014599,6
ISIC_0033270,3
ISIC_0028737,5
ISIC_0000421,6
ISIC_0013355,5
ISIC_0062313,5
ISIC_0053940,4
ISIC_0072499,5
ISIC_0024537,6
ISIC_0026997,2
ISIC_0011336,1
ISIC_0028427,6
ISIC_0064604,2
ISIC_0055601,3
ISIC_0024489,5
ISIC_0070701,2
ISIC_0065942,4
ISIC_0071819,6
ISIC_0071990,7
ISIC_0029769,5
ISIC_0062323,7
ISIC_0058924,3
ISIC_0060961,6
ISIC_0032518,3
ISIC_0025173,5
ISIC_0054330,7
ISIC_0055818,5
ISIC_0055393,4
ISIC_0053951,5
ISIC_0065529,5
ISIC_0068176,1
ISIC_0026815,7
ISIC_0060042,5
ISIC_0066701,1
